"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Monroe County, NY"	"36055"	"Oct., 2018"	"2018/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Nov., 2018"	"2018/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Dec., 2018"	"2018/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Jan., 2019"	"2019/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Feb., 2019"	"2019/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Mar., 2019"	"2019/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Apr., 2019"	"2019/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"May, 2019"	"2019/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Jun., 2019"	"2019/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Jul., 2019"	"2019/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Aug., 2019"	"2019/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Sep., 2019"	"2019/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Oct., 2019"	"2019/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Nov., 2019"	"2019/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Dec., 2019"	"2019/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Jan., 2020"	"2020/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Feb., 2020"	"2020/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Mar., 2020"	"2020/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Apr., 2020"	"2020/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"May, 2020"	"2020/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Jun., 2020"	"2020/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Jul., 2020"	"2020/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Aug., 2020"	"2020/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Sep., 2020"	"2020/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Oct., 2020"	"2020/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Nov., 2020"	"2020/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Dec., 2020"	"2020/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	32	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Jan., 2021 "	"2021/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Feb., 2021 "	"2021/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Mar., 2021 "	"2021/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Apr., 2021 "	"2021/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"May, 2021 "	"2021/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Jul., 2021 "	"2021/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Aug., 2021 "	"2021/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Sep., 2021 "	"2021/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"Oct., 2021 "	"2021/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jan., 2018"	"2018/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Feb., 2018"	"2018/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Mar., 2018"	"2018/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Apr., 2018"	"2018/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"May, 2018"	"2018/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jun., 2018"	"2018/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jul., 2018"	"2018/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Aug., 2018"	"2018/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Sep., 2018"	"2018/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Oct., 2018"	"2018/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Nov., 2018"	"2018/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Dec., 2018"	"2018/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jan., 2019"	"2019/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Feb., 2019"	"2019/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Mar., 2019"	"2019/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Apr., 2019"	"2019/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"May, 2019"	"2019/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jun., 2019"	"2019/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jul., 2019"	"2019/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Aug., 2019"	"2019/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Sep., 2019"	"2019/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Oct., 2019"	"2019/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Nov., 2019"	"2019/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Dec., 2019"	"2019/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jan., 2020"	"2020/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Feb., 2020"	"2020/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Mar., 2020"	"2020/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Apr., 2020"	"2020/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"May, 2020"	"2020/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jun., 2020"	"2020/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jul., 2020"	"2020/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Aug., 2020"	"2020/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Sep., 2020"	"2020/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Oct., 2020"	"2020/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Nov., 2020"	"2020/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Dec., 2020"	"2020/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jan., 2021 "	"2021/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Feb., 2021 "	"2021/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Mar., 2021 "	"2021/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Apr., 2021 "	"2021/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"May, 2021 "	"2021/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jun., 2021 "	"2021/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Jul., 2021 "	"2021/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Aug., 2021 "	"2021/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Sep., 2021 "	"2021/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Oct., 2021 "	"2021/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Nov., 2021 "	"2021/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"Dec., 2021 "	"2021/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2018"	"2018/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2018"	"2018/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2018"	"2018/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2018"	"2018/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2018"	"2018/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2018"	"2018/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2018"	"2018/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2018"	"2018/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2018"	"2018/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2018"	"2018/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2018"	"2018/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2018"	"2018/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2019"	"2019/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2019"	"2019/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2019"	"2019/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2019"	"2019/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2019"	"2019/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2019"	"2019/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2019"	"2019/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2019"	"2019/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2019"	"2019/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2019"	"2019/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2019"	"2019/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2019"	"2019/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2020"	"2020/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2020"	"2020/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2020"	"2020/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2020"	"2020/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2020"	"2020/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2020"	"2020/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	32	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2020"	"2020/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	40	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2020"	"2020/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2020"	"2020/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2020"	"2020/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2020"	"2020/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2020"	"2020/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	35	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jan., 2021 "	"2021/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Feb., 2021 "	"2021/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Mar., 2021 "	"2021/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	35	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Apr., 2021 "	"2021/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	43	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"May, 2021 "	"2021/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	45	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jun., 2021 "	"2021/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	42	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Jul., 2021 "	"2021/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	46	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Aug., 2021 "	"2021/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	35	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Sep., 2021 "	"2021/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	43	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Oct., 2021 "	"2021/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	42	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Nov., 2021 "	"2021/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"Dec., 2021 "	"2021/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	"Jul., 2020"	"2020/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	"Aug., 2020"	"2020/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	"Jan., 2021 "	"2021/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	"Oct., 2021 "	"2021/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	"Mar., 2019"	"2019/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	"Sep., 2020"	"2020/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	"Jan., 2021 "	"2021/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jan., 2018"	"2018/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Aug., 2018"	"2018/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Oct., 2018"	"2018/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jun., 2019"	"2019/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jul., 2019"	"2019/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Aug., 2019"	"2019/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Sep., 2019"	"2019/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Oct., 2019"	"2019/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Nov., 2019"	"2019/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jan., 2020"	"2020/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Feb., 2020"	"2020/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Mar., 2020"	"2020/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Apr., 2020"	"2020/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"May, 2020"	"2020/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jun., 2020"	"2020/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Aug., 2020"	"2020/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Sep., 2020"	"2020/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Oct., 2020"	"2020/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Nov., 2020"	"2020/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jan., 2021 "	"2021/01"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Feb., 2021 "	"2021/02"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Mar., 2021 "	"2021/03"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Apr., 2021 "	"2021/04"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"May, 2021 "	"2021/05"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jun., 2021 "	"2021/06"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Jul., 2021 "	"2021/07"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Aug., 2021 "	"2021/08"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Sep., 2021 "	"2021/09"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Oct., 2021 "	"2021/10"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Nov., 2021 "	"2021/11"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"Dec., 2021 "	"2021/12"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
