"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Niagara County, NY"	"36063"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	92029	29.3
	"Niagara County, NY"	"36063"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	91511	31.7
	"Niagara County, NY"	"36063"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	90965	23.1
	"Niagara County, NY"	"36063"	"Male"	"M"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	8514	Unreliable
	"Niagara County, NY"	"36063"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	40	90370	44.3
	"Oneida County, NY"	"36065"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	102213	Unreliable
	"Oneida County, NY"	"36065"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	101644	Unreliable
	"Oneida County, NY"	"36065"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	101205	Unreliable
	"Oneida County, NY"	"36065"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	100250	Unreliable
	"Oneida County, NY"	"36065"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	99451	30.2
	"Oneida County, NY"	"36065"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	98732	25.3
	"Oneida County, NY"	"36065"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	98139	26.5
	"Oneida County, NY"	"36065"	"Male"	"M"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	10383	Unreliable
	"Oneida County, NY"	"36065"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	39	97457	40.0
	"Onondaga County, NY"	"36067"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	195815	Unreliable
	"Onondaga County, NY"	"36067"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	194553	Unreliable
	"Onondaga County, NY"	"36067"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	193781	13.9
	"Onondaga County, NY"	"36067"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	192629	14.5
	"Onondaga County, NY"	"36067"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	57	183099	31.1
	"Onondaga County, NY"	"36067"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	58	182018	31.9
	"Onondaga County, NY"	"36067"	"Male"	"M"	"2019"	"2019"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	29160	Unreliable
	"Onondaga County, NY"	"36067"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	67	181366	36.9
	"Onondaga County, NY"	"36067"	"Male"	"M"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	29555	Unreliable
	"Onondaga County, NY"	"36067"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	86	180528	47.6
	"Ontario County, NY"	"36069"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	51007	Unreliable
	"Ontario County, NY"	"36069"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	50840	Unreliable
	"Ontario County, NY"	"36069"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	50662	Unreliable
	"Orange County, NY"	"36071"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	156446	Unreliable
	"Orange County, NY"	"36071"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	155706	14.8
	"Orange County, NY"	"36071"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	156192	Unreliable
	"Orange County, NY"	"36071"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	155097	21.9
	"Orange County, NY"	"36071"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	62	157212	39.4
	"Orange County, NY"	"36071"	"Male"	"M"	"2018"	"2018"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	27187	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	77	156219	49.3
	"Orange County, NY"	"36071"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	55	156777	35.1
	"Orange County, NY"	"36071"	"Male"	"M"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	29063	Unreliable
	"Orange County, NY"	"36071"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	57	155295	36.7
	"Oswego County, NY"	"36075"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	56633	Unreliable
	"Oswego County, NY"	"36075"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	56332	Unreliable
	"Oswego County, NY"	"36075"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	57684	Unreliable
	"Oswego County, NY"	"36075"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	57326	Unreliable
	"Oswego County, NY"	"36075"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	56895	Unreliable
	"Oswego County, NY"	"36075"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	56389	35.5
	"Putnam County, NY"	"36079"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	46151	47.7
	"Putnam County, NY"	"36079"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	45768	Unreliable
	"Putnam County, NY"	"36079"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	45206	Unreliable
	"Queens County, NY"	"36081"	"Female"	"F"	"2017"	"2017"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	272458	Unreliable
	"Queens County, NY"	"36081"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	32	580211	5.5
	"Queens County, NY"	"36081"	"Female"	"F"	"2018"	"2018"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	265212	Unreliable
	"Queens County, NY"	"36081"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	31	561346	5.5
	"Queens County, NY"	"36081"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	561346	Unreliable
	"Queens County, NY"	"36081"	"Female"	"F"	"2019"	"2019"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	261804	Unreliable
	"Queens County, NY"	"36081"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	553939	6.0
	"Queens County, NY"	"36081"	"Female"	"F"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	258646	9.7
	"Queens County, NY"	"36081"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	48	540139	8.9
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	319941	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	41	230840	17.8
	"Queens County, NY"	"36081"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	163	573254	28.4
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	306728	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	225698	16.0
	"Queens County, NY"	"36081"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	136	554240	24.5
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	304266	Unreliable
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	45	223601	20.1
	"Queens County, NY"	"36081"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	132	547686	24.1
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"Asian or Pacific Islander"	"A-PI"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	306306	6.9
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	63	221673	28.4
	"Queens County, NY"	"36081"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	227	533917	42.5
	"Rensselaer County, NY"	"36083"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	69182	Unreliable
	"Rensselaer County, NY"	"36083"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	68522	Unreliable
	"Rensselaer County, NY"	"36083"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	26	68068	38.2
	"Richmond County, NY"	"36085"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	189032	Unreliable
	"Richmond County, NY"	"36085"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	186254	Unreliable
	"Richmond County, NY"	"36085"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	184202	12.5
	"Richmond County, NY"	"36085"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	181452	13.2
	"Richmond County, NY"	"36085"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	71	179638	39.5
	"Richmond County, NY"	"36085"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	84	177214	47.4
	"Richmond County, NY"	"36085"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	78	175770	44.4
	"Richmond County, NY"	"36085"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	95	173110	54.9
	"Rockland County, NY"	"36087"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	127435	18.8
	"Rockland County, NY"	"36087"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	126500	15.8
	"Rockland County, NY"	"36087"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	127095	26.8
	"Rockland County, NY"	"36087"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	127032	28.3
	"St. Lawrence County, NY"	"36089"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	52217	Unreliable
	"St. Lawrence County, NY"	"36089"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	51000	Unreliable
	"Saratoga County, NY"	"36091"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	109983	Unreliable
	"Saratoga County, NY"	"36091"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	106959	Unreliable
	"Saratoga County, NY"	"36091"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	21	106368	19.7
	"Schenectady County, NY"	"36093"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	62830	Unreliable
	"Schenectady County, NY"	"36093"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	60561	41.3
	"Schenectady County, NY"	"36093"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	60319	Unreliable
	"Schenectady County, NY"	"36093"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	59943	Unreliable
	"Schenectady County, NY"	"36093"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	59436	Unreliable
	"Steuben County, NY"	"36101"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	45743	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	102	646663	15.8
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	86	641062	13.4
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	75	637899	11.8
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	11	637899	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	73851	Unreliable
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	92	633399	14.5
	"Suffolk County, NY"	"36103"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	633399	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	66413	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	324	629983	51.4
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	66921	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	271	623513	43.5
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	67512	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	198	620501	31.9
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	620501	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"All other drug-induced causes"	"D9"	18	620501	Unreliable
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	69265	41.9
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	261	615878	42.4
	"Suffolk County, NY"	"36103"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"All other drug-induced causes"	"D9"	10	615878	Unreliable
	"Sullivan County, NY"	"36105"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	32027	Unreliable
	"Sullivan County, NY"	"36105"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	31951	Unreliable
	"Sullivan County, NY"	"36105"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	31838	Unreliable
	"Sullivan County, NY"	"36105"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	33086	Unreliable
	"Sullivan County, NY"	"36105"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	32999	60.6
	"Sullivan County, NY"	"36105"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	32732	64.2
	"Sullivan County, NY"	"36105"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	32833	82.2
	"Tompkins County, NY"	"36109"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	42230	Unreliable
	"Tompkins County, NY"	"36109"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	41380	Unreliable
	"Tompkins County, NY"	"36109"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	40976	Unreliable
	"Ulster County, NY"	"36111"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	81226	24.6
	"Ulster County, NY"	"36111"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	80805	Unreliable
	"Ulster County, NY"	"36111"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	80313	Unreliable
	"Ulster County, NY"	"36111"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	80132	Unreliable
	"Ulster County, NY"	"36111"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	78028	32.0
	"Ulster County, NY"	"36111"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	77675	47.6
	"Ulster County, NY"	"36111"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	77202	29.8
	"Ulster County, NY"	"36111"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	41	77094	53.2
	"Warren County, NY"	"36113"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	30115	Unreliable
	"Washington County, NY"	"36115"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	28996	Unreliable
	"Wayne County, NY"	"36117"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	42175	Unreliable
	"Wayne County, NY"	"36117"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	41889	Unreliable
	"Westchester County, NY"	"36119"	"Female"	"F"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	373302	5.9
	"Westchester County, NY"	"36119"	"Female"	"F"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	35	368019	9.5
	"Westchester County, NY"	"36119"	"Female"	"F"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	367060	6.3
	"Westchester County, NY"	"36119"	"Female"	"F"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	91258	Unreliable
	"Westchester County, NY"	"36119"	"Female"	"F"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	364385	6.3
	"Westchester County, NY"	"36119"	"Male"	"M"	"2017"	"2017"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	78775	Unreliable
	"Westchester County, NY"	"36119"	"Male"	"M"	"2017"	"2017"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	89	358553	24.8
	"Westchester County, NY"	"36119"	"Male"	"M"	"2018"	"2018"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	78841	25.4
	"Westchester County, NY"	"36119"	"Male"	"M"	"2018"	"2018"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	87	353170	24.6
	"Westchester County, NY"	"36119"	"Male"	"M"	"2019"	"2019"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	71	352645	20.1
	"Westchester County, NY"	"36119"	"Male"	"M"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	80400	36.1
	"Westchester County, NY"	"36119"	"Male"	"M"	"2020 "	"2020"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	92	349513	26.3
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Drug/Alcohol Induced Causes: Drug-induced causes"
"States: New York (36)"
"Year/Month: 2017; 2018; 2019; 2020"
"Group By: County; Gender; Year; Race; Drug/Alcohol Induced Cause"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 13, 2023 10:26:12 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on May 13, 2023 10:26:12 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
